ID,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
2228693,Dealer,0,1,3,BHK,1416.932341,1,0,"Hennur Road,Bangalore",13.0306,77.6485,120
2228694,Dealer,0,0,3,BHK,992.6653063,1,1,"Patlipada,Lalitpur",24.69028,78.41889,180
2228695,Dealer,0,0,1,BHK,525.1641138,1,1,"Alwar Bypass Road,Bhiwadi",28.2102,76.8606,12
2228696,Owner,0,0,2,BHK,975.2020061,1,1,"Bhuwana,Udaipur",24.617977,73.708104,35
2228697,Dealer,1,1,2,BHK,727.9370433,0,1,"Mubarakpur,Lucknow",26.942315,80.905947,25.9
2228698,Dealer,0,1,2,BHK,793.9308398,1,1,"Pisoli,Pune",18.440853,73.90536,45
2228699,Dealer,0,0,4,BHK,3979.210655,1,1,"DLF CITY PHASE 5,Gurgaon",28.450182,77.113156,490
2228700,Owner,0,0,2,BHK,1089.17631,1,1,"Moore Avenue,Kolkata",22.54111,88.33778,48
2228701,Dealer,0,0,3,BHK,2117.148906,1,1,"Whitefield,Bangalore",12.9958935,77.761394,120
2228702,Dealer,0,1,3,BHK,1706.484642,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,60
2228703,Dealer,0,0,2,BHK,996.6666667,1,1,"Badlapur,Lalitpur",24.69028,78.41889,59.8
2228704,Dealer,1,1,3,BHK,2657.807309,0,0,"ITPL,Bangalore",12.985786,77.73556,240
2228705,Dealer,1,1,3,BHK,1504.615385,0,1,"Jalahalli,Bangalore",13.0519,77.5416,97.8
2228706,Dealer,0,0,2,BHK,1135.07378,1,1,"Basavanapura,Bangalore",12.848285,77.591765,60
2228707,Dealer,0,0,2,BHK,1576.913979,1,1,"Kharghar,Lalitpur",24.69028,78.41889,200
2228708,Dealer,1,1,3,BHK,1536.245799,0,0,"Vasna-Bhayli-Road,Vadodara",22.288976,73.128222,32
2228709,Dealer,0,0,2,BHK,1389.74359,1,1,"East Tambaram,Chennai",13.01664,80.205129,81.3
2228710,Dealer,0,0,3,BHK,1666.666667,1,1,"Sector-35D Kharghar,Lalitpur",30.725549,76.755804,160
2228711,Owner,0,0,1,BHK,588.0911541,1,1,"Urban Homes,Ghaziabad",28.66667,77.41667,24
2228712,Dealer,0,0,2,BHK,1110.162254,1,1,"Sector-76 Noida,Noida",28.567633,77.383124,65
2228713,Owner,0,0,2,BHK,880.0459154,1,1,"Radha Nagar,Chennai",18.731884,73.678339,46
2228714,Owner,0,0,3,BHK,1265.01201,1,1,"Sector-137 Noida,Noida",28.506454,77.409568,79
2228715,Dealer,0,0,3,BHK,1264.066595,1,1,"Action Area II,Kolkata",22.54111,88.33778,82
2228716,Dealer,0,0,3,BHK,1950.235373,1,1,"Kadma,Jamshedpur",22.802995,86.167625,58
2228717,Dealer,1,1,2,BHK,457.0426651,0,1,"Kalyan (West),Lalitpur",19.245347,73.124577,39.1
2228718,Owner,0,0,2,BHK,669.7923644,1,1,"Kompally,Secunderabad",17.546483,78.480303,20
2228719,Dealer,1,1,3,BHK,1274.013478,0,1,"Goregaon (West),Mumbai",19.161955,72.839616,760
2228720,Dealer,1,1,2,BHK,850.0028333,0,1,"Mulund (West),Lalitpur",19.1759,72.9522,150
2228721,Dealer,1,1,2,BHK,669.0446351,0,0,"Balewadi,Lalitpur",24.69028,78.41889,69.4
2228722,Owner,0,0,3,BHK,1380.020597,1,1,"Kancharapalem,Visakhapatnam",17.7,83.25,67
2228723,Owner,0,0,2,BHK,800,1,1,"Kattabomman Nagar,Chennai",24.090195,87.990011,48
2228724,Dealer,0,0,3,BHK,3000.01875,1,1,"Pali Hill,Lalitpur",24.48,78.42,1600
2228725,Owner,0,1,2,BHK,1000,1,1,"Alwar Bypass Road,Bhiwadi",28.2102,76.8606,25
2228726,Dealer,0,1,2,BHK,1400.00718,1,1,"Worli,Lalitpur",19.0167,72.8167,390
2228727,Owner,0,0,2,BHK,850.2289078,1,1,"Bishnupur,Kolkata",22.710469,88.793352,26
2228728,Dealer,0,0,2,BHK,989.968321,1,1,"Sector-29 Noida,Noida",28.568966,77.335388,75
2228729,Dealer,0,0,3,BHK,2025.036819,1,1,"Randesan,Gandhinagar",23.176071,72.651016,55
2228730,Owner,0,1,2,BHK,1140.088357,1,1,"Sector-78 Noida,Noida",28.560719,77.386208,80
2228731,Owner,0,0,3,BHK,1530.311948,1,1,"Raayalam,Bhimavaram",16.536805,81.50691,52
2228732,Owner,1,1,1,BHK,580.0837899,0,1,"Mahim,Palghar",19.6394,72.7256,18
2228733,Dealer,1,1,3,BHK,1491.646778,0,1,"DN Nagar,Maharashtra",20.742166,80.104602,350
2228734,Dealer,0,1,3,BHK,2385.984048,1,1,"Rajaji Nagar,Bangalore",12.9847,77.5491,350
2228735,Dealer,0,0,2,BHK,1004.291062,1,1,"kavesar,Mumbai",18.96667,72.83333,110
2228736,Dealer,0,0,3,BHK,1349.892009,1,1,"Alwarpet,Chennai",13.037276,80.255185,150
2228737,Dealer,1,1,4,BHK,3370.549821,0,1,"Sector-82 Mohali,Mohali",30.654128,76.732427,160
2228738,Owner,0,1,2,BHK,1085.187195,1,1,"Sector-77 Noida,Noida",28.568096,77.390253,60
2228739,Dealer,0,1,1,BHK,598.0503558,1,1,"Kandivali (East),Lalitpur",19.1955,72.8728,100
2228740,Dealer,0,0,3,BHK,1859.993236,1,1,"Sector 75 Faridabad,Faridabad",28.365512,77.346306,55
2228741,Dealer,0,0,2,BHK,1104.057411,1,1,"Kandivali (East),Mumbai",19.1955,72.8728,200
2228742,Dealer,0,1,2,BHK,1150.003594,1,1,"Pokhran-2,Lalitpur",24.69028,78.41889,160
2228743,Dealer,1,0,3,BHK,1420,0,0,"Yelahanka New Town,Bangalore",13.101004,77.57871,78.1
2228744,Dealer,1,1,2,BHK,1214.516129,0,0,"Sector-102 Gurgaon,Gurgaon",28.47944,76.971432,75.3
2228745,Owner,0,0,2,BHK,820.1105366,1,1,"Natesan Nagar, Ramapuram, Porur,Chennai",13.03758,80.185955,46
2228746,Builder,1,0,3,BHK,1272.463768,0,0,"Babusapalaya,Bangalore",12.96991,77.59796,43.9
2228747,Builder,0,0,2,BHK,716.2162162,1,0,"Kundrathur,Chennai",12.9974,80.0966,26.5
2228748,Dealer,0,1,3,BHK,1620.0162,1,1,"kavesar,Lalitpur",24.69028,78.41889,180
2228749,Dealer,0,0,2,BHK,872.0112518,1,1,"Vadapalani,Chennai",13.0511,80.2125,93
2228750,Dealer,0,0,2,BHK,980.031851,1,1,"Chembur,Mumbai",19.05871,72.89969,160
2228751,Dealer,0,0,3,BHK,2600.404507,1,1,"Sector 43 Faridabad,Faridabad",28.452268,77.288522,90
2228752,Dealer,0,0,2,BHK,807.0844076,1,1,"Mira Road,Mumbai",19.283359,72.864964,72
2228753,Dealer,1,0,2,BHK,1272.818205,0,1,"Madanpur,Bhubaneswar",20.243276,85.726324,50.9
2228754,Dealer,0,1,2,BHK,1114.050968,1,1,"Kharadi,Pune",18.5438,73.9438,80
2228755,Owner,0,0,2,BHK,1050.199538,1,1,"Ramachandra Rao Pet,Eluru",23.329544,85.31537,50
2228756,Dealer,1,1,2,BHK,822.2222222,0,1,"Jhalwa,Allahabad",25.432245,81.773254,25.9
2228757,Dealer,1,0,3,BHK,1300.091771,0,1,"Bavdhan,Pune",18.510418,73.781944,85
2228758,Dealer,0,0,3,BHK,1027.482823,1,1,"Mansarovar,Jaipur",26.8626,75.7633,32.9
2228759,Owner,0,0,2,BHK,1060.070671,1,1,"ZADESHWAR CHOWDI,Bharuch",21.727408,73.030763,24
2228760,Dealer,0,1,5,BHK,3096.528315,1,1,"Sector-50 Seawoods,Lalitpur",28.5679,77.3679,520
2228761,Owner,0,1,2,BHK,1380.042463,1,1,"Sector-79 Noida,Noida",28.558047,77.392752,84.5
2228762,Dealer,0,0,1,BHK,621.7499435,1,1,"Subhash Nagar,Maharashtra",21.122092,79.045277,110
2228763,Dealer,0,0,3,BHK,2581.658997,1,1,"Whitefield,Bangalore",12.9958935,77.761394,230
2228764,Dealer,0,0,2,BHK,1273.022752,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,47
2228765,Dealer,0,0,2,BHK,979.9118079,1,1,"Omarhati,Kolkata",22.598052,88.519625,40
2228766,Owner,0,0,2,BHK,1074.938575,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,70
2228767,Dealer,1,1,2,BHK,1094.557012,0,1,"Sector-88 Mohali,Mohali",30.684523,76.691728,55.1
2228768,Dealer,0,1,2,BHK,1250.896057,1,0,"Kotra,Ajmer",26.474702,74.595478,34.9
2228769,Owner,0,0,2,BHK,1210.067764,1,1,"6th Phase JP Nagar,Bangalore",35,136,75
2228770,Dealer,0,0,3,BHK,1400.025455,1,1,"Raheja Vihar,Mumbai",18.930697,72.82609,330
2228771,Dealer,0,1,3,BHK,1654.984424,1,1,"Sector-100 Noida,Noida",28.542768,77.365736,85
2228772,Owner,0,0,4,BHK,2400.282386,1,1,"Gotri,Vadodara",22.312358,73.145436,68
2228773,Dealer,0,0,1,BHK,520.0809015,1,1,"Bansdroni,Kolkata",22.470809,88.363181,18
2228774,Owner,0,0,3,BHK,1589.825119,1,1,"Rachenahalli,Bangalore",13.219742,76.698537,130
2228775,Builder,0,0,2,BHK,1105.683837,1,0,"Thokkttu,Mangalore",12.817911,74.859295,24.9
2228776,Dealer,1,0,2,BHK,982.1428571,0,1,"Bhawani Sankar,Lalitpur",24.852768,78.668491,330
2228777,Dealer,0,0,1,BHK,635.0757206,1,1,"Mira Road East,Lalitpur",19.2836,72.8675,52
2228778,Owner,0,0,2,BHK,1197.142305,1,1,"Nagarbhavi,Bangalore",12.957468,77.516563,62
2228779,Dealer,0,1,1,BHK,645.0012404,1,1,"Thane West,Mumbai",19.18,72.96333,52
2228780,Owner,0,0,2,BHK,1035.254617,1,1,"Kammasandra,Bangalore",12.863492,77.74143,37
2228781,Dealer,1,1,2,BHK,1308.571429,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,45.8
2228782,Owner,1,0,2,BHK,910.2244389,0,1,"Gola Road,Patna",25.61,85.14139,36.5
2228783,Owner,0,0,2,BHK,1000,1,1,"Sector-73 Noida,Noida",28.588021,77.391359,37
2228784,Owner,0,1,3,BHK,1575.230853,1,1,"Gomti Nagar Extension,Lucknow",21,77,58
2228785,Owner,0,1,4,BHK,2890.17341,1,1,"Sector-79 Noida,Noida",28.558047,77.392752,190
2228786,Dealer,0,0,3,BHK,1475,1,1,"Edapally,Kochi",9.930471,76.271273,59
2228787,Dealer,0,0,2,BHK,1200,1,1,"Adajan,Surat",24.395822,78.989627,42
2228788,Owner,0,1,1,BHK,648.0414747,1,1,"Rajarajeshwari Nagar,Bangalore",12.919423,77.522774,45
2228789,Dealer,0,0,2,BHK,890.0492494,1,1,"Kandivali (East),Lalitpur",19.1955,72.8728,150
2228790,Dealer,1,1,3,BHK,1657.458564,0,0,"Sector-108 Gurgaon,Gurgaon",28.514348,76.983292,150
2228791,Dealer,0,0,2,BHK,1050.030883,1,1,"Sector-45 Noida,Noida",28.553374,77.355611,34
2228792,Dealer,0,0,1,BHK,640.0157542,1,1,"Sector 10 Kharghar,Lalitpur",19.033956,73.075342,65
2228793,Owner,0,0,2,BHK,850.1201257,1,1,"NANDINI ENCLAVE AWADH VIHAR YOJNA,Lucknow",26.75,81,46
2228794,Dealer,0,1,4,BHK,2420.203437,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,69
2228795,Owner,0,0,2,BHK,950.1187648,1,1,"Khurshed Bagh,Lucknow",26.842585,80.922058,40
2228796,Dealer,1,0,2,BHK,951.0869565,0,1,"Nandivaram-Guduvancheri,Chennai",12.852401,80.059339,42
2228797,Dealer,0,0,2,BHK,1534.653465,1,0,"Sector-90 Gurgaon,Gurgaon",28.406794,76.936447,77.5
2228798,Dealer,0,0,2,BHK,650.0956023,1,1,"New Town,Kolkata",22.5922,88.484911,30.6
2228799,Owner,0,0,1,BHK,482.9362524,1,1,"Oras Bk,Sindhudurg",16.127484,73.714781,15
2228800,Owner,0,0,2,BHK,1228.098903,1,1,"Wakad,Pune",18.5993,73.7625,75
2228801,Owner,0,0,4,BHK,2436.522185,1,1,"Begur,Bangalore",12.8706,77.6279,190
2228802,Dealer,0,0,3,BHK,1905.091791,1,1,"Kodbisanhalli,Bangalore",12.96991,77.59796,220
2228803,Owner,0,0,3,BHK,1799.894124,1,1,"Kundli,Sonipat",28.874383,77.113251,34
2228804,Dealer,1,1,2,BHK,929.5531505,0,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,140
2228805,Dealer,0,0,3,BHK,1635.99182,1,1,"Whitefield,Bangalore",12.9958935,77.761394,120
2228806,Dealer,0,1,3,BHK,1639.473684,1,1,"Madhurawada,Visakhapatnam",17.815234,83.35818,62.3
2228807,Dealer,1,1,1,BHK,679.0169016,0,1,"Tilak Nagar,Lalitpur",28.6396,77.0884,92
2228808,Dealer,0,0,2,BHK,1170.275015,1,1,"Horamavu,Bangalore",13.0318,77.6583,40
2228809,Builder,1,0,3,BHK,1077.208809,0,0,"Rani Bazar,Guwahati",29.977332,77.544062,40.6
2228810,Owner,0,0,3,BHK,1425.345752,1,1,"New Shibrampur Road Sarkarpool,Kolkata",22.483287,88.263398,50.5
2228811,Owner,0,0,2,BHK,1285.092922,1,1,"Indirapuram,Ghaziabad",28.63676,77.36315,65
2228812,Dealer,0,1,3,BHK,1389.918458,1,1,"Sector-1 Vaishali,Ghaziabad",28.6423,77.3445,75
2228813,Dealer,0,1,1,BHK,590.0305188,1,1,"Taloja,Lalitpur",24.69028,78.41889,29
2228814,Owner,0,0,2,BHK,1100.110011,1,1,"Lower Thather Bantalab,Jammu",32.75,74.83333,60
2228815,Owner,0,0,3,BHK,1750.198886,1,1,"Vytilla,Kochi",9.966018,76.318152,88
2228816,Dealer,0,0,2,BHK,800,1,1,"Koorkenchery,Thrissur",10.500115,76.208977,35
2228817,Owner,0,0,3,BHK,1685.178093,1,1,"Sector-137 Noida,Noida",28.506454,77.409568,88
2228818,Dealer,0,0,2,BHK,1338.457461,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,50.5
2228819,Builder,1,1,2,BHK,753.6764706,0,0,"Vasind,Lalitpur",24.69028,78.41889,20.5
2228820,Dealer,0,0,3,BHK,1641.122639,1,1,"Dadar (East),Lalitpur",19.01798,72.84476,590
2228821,Owner,0,0,3,BHK,2100.25203,1,1,"Chandganj,Lucknow",26.86056,80.91583,150
2228822,Dealer,1,1,3,BHK,93793.84781,0,0,"KR Puram,Bangalore",13.010349,77.712151,8690
2228823,Owner,0,0,2,BHK,953.0292716,1,1,"Kaspate Vasti,Pune",18.52361,73.84778,70
2228824,Owner,0,0,2,BHK,1000,1,1,"Risali,Bhilai",21.159193,81.338557,21
2228825,Owner,0,0,3,BHK,1300.191205,1,1,"Arya Nagar,Kanpur",26.483325,80.320427,68
2228826,Dealer,1,0,2,BHK,903.024911,0,1,"Madhyamgram,Kolkata",22.7,88.45,20.3
2228827,Dealer,0,1,2,BHK,1335.605398,1,1,"Wadala,Mumbai",31.292091,75.543763,290
2228828,Dealer,1,0,3,BHK,1316.455696,0,1,"Ranidanga,Siliguri",26.675324,88.36301,26
2228829,Owner,0,0,1,BHK,420.0268817,1,1,"Kalapatti road,Coimbatore",11.04556,77.03404,25
2228830,Owner,0,0,2,BHK,805.1529791,1,1,"Shri Nagar Extension,Indore",22.732878,75.899356,25
2228831,Owner,0,0,3,BHK,1343.684682,1,1,"Pratap Nagar,Jaipur",26.807408,75.838659,45
2228832,Dealer,0,1,3,BHK,2950.200614,1,1,"Kharadi,Pune",18.5438,73.9438,250
2228833,Dealer,0,0,3,BHK,1909.039865,1,1,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,68
2228834,Dealer,0,1,2,BHK,1100.296234,1,1,"Sarjapur,Bangalore",12.86,77.786,26
2228835,Dealer,0,0,2,BHK,860.162202,1,1,"Nandi Bagan,Kolkata",22.54111,88.33778,35
2228836,Dealer,0,1,1,BHK,440,1,0,"New Panvel,Maharashtra",18.966114,73.148278,44
2228837,Dealer,0,0,3,BHK,1300.712295,1,1,"Dahisar (East),Maharashtra",19.256471,72.868815,210
2228838,Owner,0,0,2,BHK,986.0543739,1,1,"Thergaon,Pune",18.615805,73.775025,70
2228839,Owner,0,0,2,BHK,820.0562324,1,1,"Aluva,Kochi",10.159679,76.38519,35
2228840,Dealer,1,1,1,BHK,367.2865205,0,1,"New Panvel,Mumbai",18.966114,73.148278,39.7
2228841,Dealer,0,0,1,BHK,630.0403226,1,1,"Sector-79 Mohali,Mohali",30.678174,76.712936,25
2228842,Dealer,0,0,2,BHK,1040.154814,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,43
2228843,Dealer,0,1,2,BHK,999.000999,1,1,"Manpada,Mumbai",19.239813,72.962722,180
2228844,Dealer,0,1,1,BHK,599.9812506,1,1,"Kolshet Road,Mumbai",19.249861,72.963866,64
2228845,Owner,0,0,4,BHK,2799.377916,1,1,"Saravanampatti,Coimbatore",11.09,76.99778,90
2228846,Owner,0,0,3,BHK,1070.038911,1,1,"Rajarhat,Kolkata",22.54111,88.33778,55
2228847,Dealer,0,0,4,BHK,3394.43313,1,1,"Whitefield,Bangalore",12.9958935,77.761394,250
2228848,Dealer,0,0,3,BHK,1589.303734,1,1,"NH-8,Dharuhera",12.973237,77.646859,31.5
2228849,Dealer,0,0,2,BHK,1137.158852,1,1,"Undri,Pune",18.452663,73.93104,65
2228850,Dealer,1,1,2,BHK,1036.687048,0,1,"Chinchbhavan,Nagpur",21.15389,79.08306,37.3
2228851,Dealer,0,0,1,BHK,550.0146671,1,1,"Jankalyan Nagar,Maharashtra",18.96,72.82,75
2228852,Dealer,0,1,2,BHK,1183.19858,1,1,"Bhandup (West),Mumbai",19.147866,72.932609,180
2228853,Owner,0,0,3,BHK,1750.051472,1,1,"NRI Layout,Bangalore",12.96991,77.59796,85
2228854,Dealer,0,0,3,BHK,1500,1,1,"Cuffe Parade,Lalitpur",18.9147285,72.8202265,750
2228855,Dealer,0,0,3,BHK,1620.674551,1,1,"Sector 85 Faridabad,Faridabad",28.406152,77.355951,37
2228856,Dealer,0,0,2,BHK,1273.344652,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,45
2228857,Dealer,0,0,4,BHK,2727.272727,1,1,"PAL,Surat",21.17,72.83,150
2228858,Owner,0,0,3,BHK,1086.606938,1,1,"New Town Kolkata north,Kolkata",22.54111,88.33778,47.3
2228859,Owner,0,0,4,BHK,2115.655853,1,1,"Rajarajeshwari Nagar,Bangalore",12.919423,77.522774,120
2228860,Dealer,1,0,2,BHK,1034.545455,0,1,"Thubarahalli,Bangalore",12.952357,77.722506,56.9
2228861,Owner,0,0,3,BHK,1349.741961,1,1,"Haridwar-Dehradun Road,Dehradun",30.327966,78.046144,68
2228862,Dealer,0,0,1,BHK,380.0547279,1,1,"Sector-63 Chandigarh,Chandigarh",30.73528,76.79111,25
2228863,Dealer,0,0,3,BHK,1939.237233,1,1,"Jalahalli,Bangalore",13.0519,77.5416,120
2228864,Dealer,1,0,3,BHK,1260.178364,0,1,"Rajarajeshwari Nagar,Bangalore",12.919423,77.522774,65
2228865,Owner,0,1,3,BHK,1595.214357,1,1,"Sector-137 Noida,Noida",28.506454,77.409568,80
2228866,Owner,0,0,3,BHK,1552.312946,1,1,"Khelgaon,Ranchi",23.386124,85.393116,50
2228867,Dealer,0,0,3,BHK,1420.185571,1,1,"Jadavpur,Kolkata",22.494831,88.370567,75
2228868,Dealer,0,0,3,BHK,1000,1,1,"Film City Road,Lalitpur",24.104891,78.820348,260
2228869,Owner,1,1,2,BHK,1127.272727,0,1,"Jatni,Bhubaneswar",20.26444,85.82806,31
2228870,Owner,0,0,2,BHK,745.1564829,1,1,"Konnagar,Kolkata",22.7,88.35,20
2228871,Dealer,0,0,2,BHK,1107.419712,1,1,"Jankalyan Nagar,Lalitpur",24.69028,78.41889,130
2228872,Owner,0,0,3,BHK,1200,1,1,"Near Ramesh Vihar Gyan Sarover,Aligarh",27.888142,78.093762,45
2228873,Owner,0,0,2,BHK,1000,1,1,"Poddar Nagar,Kolkata",22.56972,88.36972,30
2228874,Owner,0,0,3,BHK,1075.14881,1,1,"Meena Wala,Jaipur",26.91667,75.86667,28.9
2228875,Dealer,0,1,3,BHK,1700.294718,1,1,"Sector-110 Noida,Noida",28.536585,77.383669,75
2228876,Owner,0,1,2,BHK,1100.173712,1,1,"Bahadarabad,Haridwar",29.914435,78.055308,38
2228877,Dealer,0,0,3,BHK,1458.830549,1,1,"Zirakpur,Mohali",30.65,76.82,48.9
2228878,Dealer,0,0,2,BHK,1100,1,1,"Kattupakkam,Chennai",13.042089,80.124264,46.2
2228879,Dealer,0,1,3,BHK,904.1080409,1,1,"Kolshet Road,Lalitpur",24.69028,78.41889,160
2228880,Dealer,0,0,3,BHK,1110.124334,1,1,"Narendrapur,Kolkata",22.43917,88.39583,50
2228881,Dealer,0,0,3,BHK,1158.882837,1,1,"Mira Road,Mumbai",19.283359,72.864964,100
2228882,Dealer,1,1,2,BHK,1209.677419,0,1,"Mulund (West),Maharashtra",19.1759,72.9522,150
2228883,Builder,0,1,3,BHK,1939.755048,1,0,"Sahastradhara Road,Dehradun",30.382066,78.123734,58.6
2228884,Dealer,0,0,2,BHK,1140.129922,1,1,"Sector 30 Kharghar,Lalitpur",19.066472,73.069363,86
2228885,Builder,1,1,2,BHK,914.2857143,0,0,"Chandapura,Bangalore",12.80009,77.71182,25.6
2228886,Owner,0,0,2,BHK,765.0719168,1,1,"Kamarajar Salai,Chennai",11.100593,79.655702,75
2228887,Owner,0,0,2,BHK,1046.114432,1,1,"Near Arbindo Hospital Opposite London Villa,,Indore",-23.485199,-46.854525,24.5
2228888,Dealer,0,0,3,BHK,1717.078325,1,1,"Marathahalli,Bangalore",12.95619,77.70194,130
2228889,Dealer,0,0,2,BHK,997.1415276,1,1,"Malad (West),Mumbai",19.1849,72.8347,150
2228890,Owner,1,1,2,BHK,1039.91949,0,1,"Keshwapur,Hubli",15.366381,75.151669,31
2228891,Dealer,0,0,3,BHK,1400.025455,1,1,"Kadavanthara,Kochi",9.967,76.2998,110
2228892,Dealer,0,0,4,BHK,3350.034957,1,1,"Juhu,Lalitpur",19.1026,72.8243,1150
2228893,Dealer,0,1,3,BHK,1815.046737,1,1,"Matunga East,Mumbai",19.0232,72.8521,600
2228894,Owner,0,0,1,BHK,760.1133728,1,1,"Hadapsar,Pune",18.49667,73.94167,29.5
2228895,Dealer,0,0,2,BHK,1050.126015,1,1,"Balewadi,Pune",18.097689,74.735239,75
2228896,Dealer,0,0,2,BHK,1023.100533,1,1,"Thane West,Maharashtra",19.18,72.96333,190
2228897,Dealer,1,1,2,BHK,1065.137239,0,1,"Lower Parel,Mumbai",18.996305,72.827789,260
2228898,Dealer,0,1,2,BHK,1099.830795,1,1,"NH-24 Highway,Ghaziabad",28.66667,77.41667,32.5
2228899,Dealer,0,1,2,BHK,1338.613861,1,1,"Kovur,Chennai",13.011583,80.123114,67.6
2228900,Dealer,0,1,2,BHK,650,1,1,"Goregaon (West),Maharashtra",19.161955,72.839616,130
2228901,Owner,0,0,1,BHK,1090.059694,1,1,"Satgaon,Guwahati",26.157856,91.827348,42
2228902,Dealer,1,1,2,BHK,1275,0,1,"Paikarapur,Bhubaneswar",20.26796,85.742246,30.6
2228903,Dealer,0,0,1,BHK,650.1950585,1,1,"Thara,Bhiwadi",28.162032,76.811066,10
2228904,Dealer,1,1,2,BHK,839.8133748,0,0,"Vadsar,Vadodara",22.3,73.2,27
2228905,Dealer,0,0,2,BHK,1300.079597,1,1,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,49
2228906,Dealer,0,0,1,BHK,600,1,1,"Dhokali,Lalitpur",24.69028,78.41889,66
2228907,Owner,0,1,2,BHK,1232.032854,1,1,"Hennur Road,Bangalore",13.0306,77.6485,90
2228908,Owner,0,0,2,BHK,850,1,1,"Sector-62 Noida,Noida",28.6221,77.3674,68
2228909,Dealer,0,0,2,BHK,1273.374889,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,42.9
2228910,Owner,0,0,3,BHK,1647.673314,1,1,"Karamsad,Anand",22.55,72.9,34.7
2228911,Dealer,1,0,3,BHK,1389.473684,0,0,"5th Phase JP Nagar,Bangalore",12.905368,77.580403,66
2228912,Dealer,0,0,3,BHK,2000,1,1,"Lower Parel,Maharashtra",18.996305,72.827789,450
2228913,Dealer,0,0,1,BHK,726.0193605,1,1,"Chembur,Maharashtra",19.05871,72.89969,99
2228914,Dealer,0,0,2,BHK,890.0756564,1,1,"Sector 21 Nerul,Lalitpur",30.676005,76.864332,100
2228915,Owner,0,0,2,BHK,839.1273076,1,1,"Urapakkam,Chennai",12.86561,80.085466,35
2228916,Owner,0,0,1,BHK,720.0837916,1,1,"Sahastradhara,Dehradun",30.382066,78.123734,27.5
2228917,Owner,0,0,3,BHK,1260.053619,1,1,"Burdwan Compound,Ranchi",23.35556,85.33472,47
2228918,Dealer,0,1,2,BHK,927.4193548,1,1,"Thalambur,Chennai",12.852171,80.216826,29.9
2228919,Builder,1,1,3,BHK,1128,0,0,"Hurhuru,Hazaribagh",23.968546,85.383545,28.2
2228920,Owner,0,0,2,BHK,1558.117794,1,1,"Hennur,Bangalore",12.96991,77.59796,100
2228921,Owner,0,0,1,BHK,530.0119253,1,1,"Vadapalani,Chennai",13.0511,80.2125,40
2228922,Owner,0,0,2,BHK,654.107797,1,1,"Dandia Bazar,Vadodara",22.3,73.2,25
2228923,Owner,0,0,3,BHK,1275.103602,1,1,"Sompura,Bangalore",12.874232,77.505488,40
2228924,Owner,0,0,3,BHK,1800.370665,1,1,"Siddharth Nagar,Jaipur",27.4,82.96,68
2228925,Owner,0,0,3,BHK,1460.096234,1,1,"Dollars Layout,Bangalore",12.96991,77.59796,88
2228926,Dealer,0,1,2,BHK,63986.01399,1,0,"Kolshet Road,Lalitpur",24.69028,78.41889,9150
2228927,Dealer,1,1,3,BHK,1411.611644,0,0,"Pallavaram,Chennai",12.968,80.1502,86.8
2228928,Dealer,1,1,3,BHK,1420.187793,0,1,"Sector-126 Mohali,Mohali",30.756258,76.655851,60.5
2228929,Owner,0,0,3,BHK,1263.902932,1,1,"Ramasamy Nagar,Chennai",11.003881,76.99156,75
2228930,Dealer,1,1,2,BHK,652.8551532,0,1,"Tilak nagar,Lalitpur",28.6396,77.0884,150
2228931,Dealer,0,1,2,BHK,856.3636364,1,1,"Sholinganallur,Chennai",12.90015,80.22791,47.1
2228932,Owner,0,0,3,BHK,1310.887264,1,1,"Tumkur Road,Bangalore",13.34222,77.10167,95
2228933,Dealer,0,0,3,BHK,1200.048002,1,1,"Malad (East),Lalitpur",19.1758,72.8643,200
2228934,Dealer,0,0,2,BHK,710.0111573,1,1,"Chembur (East),Lalitpur",19.05871,72.89969,210
2228935,Dealer,0,0,3,BHK,1895.734597,1,1,"Akshaya Nagar,Bangalore",12.96991,77.59796,96
2228936,Dealer,0,0,4,BHK,2380.374059,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,98
2228937,Dealer,0,0,2,BHK,950.1187648,1,1,"NIBM,Pune",18.475864,73.890009,72
2228938,Dealer,0,0,3,BHK,1400,1,1,"Sevoke Road,Siliguri",26.724219,88.326357,39.2
2228939,Dealer,0,0,2,BHK,1395.709486,1,1,"Jagatpura,Jaipur",26.832353,75.841749,54
2228940,Dealer,1,1,3,BHK,1884.331062,0,1,"Bellandur,Bangalore",12.9255,77.6765,130
